frame,dx1,dy1,dx2,dy2,iou,dis,conf,problem
1.0,2.0,11.0,1.0,1.0,0.8268054512286725,6.020797289396148,0.8463171720504761,0
2.0,2.0,0.0,1.0,2.0,0.9508230881433632,1.8027756377319946,0.8460289239883423,0
3.0,3.0,1.0,1.0,3.0,0.9209642363169334,2.23606797749979,0.8464142680168152,0
4.0,3.0,0.0,1.0,4.0,0.9200319872051179,2.23606797749979,0.846136212348938,0
5.0,4.0,1.0,2.0,4.0,0.8942868247182277,1.8027756377319946,0.8467538952827454,0
6.0,3.0,0.0,1.0,4.0,0.9200319872051179,2.23606797749979,0.8460308313369751,0
7.0,1.0,0.0,0.0,2.0,0.9668067226890756,1.118033988749895,0.8466423749923706,0
8.0,4.0,1.0,2.0,4.0,0.8942868247182277,1.8027756377319946,0.847220242023468,0
9.0,4.0,1.0,2.0,4.0,0.8942868247182277,1.8027756377319946,0.8469792604446411,0
10.0,5.0,1.0,1.0,4.0,0.8942868247182277,2.5,0.8469747304916382,0
11.0,4.0,0.0,1.0,3.0,0.9237777102945642,2.9154759474226504,0.8483152985572815,0
12.0,3.0,0.0,2.0,2.0,0.9350971475816453,2.692582403567252,0.8483075499534607,0
13.0,4.0,0.0,1.0,3.0,0.9237777102945642,2.9154759474226504,0.8485503196716309,0
14.0,2.0,2.0,3.0,0.0,0.9347644852021676,2.692582403567252,0.8484289646148682,0
15.0,4.0,1.0,1.0,2.0,0.9244848969793958,2.9154759474226504,0.8486589193344116,0
16.0,4.0,1.0,3.0,1.0,0.92,3.640054944640259,0.8481420278549194,0
17.0,3.0,1.0,2.0,1.0,0.9354838709677419,2.692582403567252,0.8474705815315247,0
18.0,5.0,0.0,1.0,3.0,0.9172172561212593,2.5,0.8473266363143921,0
19.0,4.0,1.0,1.0,2.0,0.9244848969793958,2.9154759474226504,0.8472517132759094,0
20.0,3.0,0.0,2.0,2.0,0.9350971475816453,2.692582403567252,0.8466679453849792,0
21.0,4.0,0.0,1.0,3.0,0.9237777102945642,2.9154759474226504,0.8459413051605225,0
22.0,3.0,0.0,2.0,2.0,0.9350971475816453,2.692582403567252,0.8467048406600952,0
23.0,4.0,0.0,1.0,3.0,0.9237777102945642,2.9154759474226504,0.8485421538352966,0
24.0,3.0,0.0,2.0,2.0,0.9350971475816453,2.692582403567252,0.8469483256340027,0
25.0,4.0,0.0,1.0,3.0,0.9237777102945642,2.9154759474226504,0.8478644490242004,0
26.0,3.0,0.0,2.0,2.0,0.9350971475816453,2.692582403567252,0.8483555912971497,0
27.0,3.0,0.0,2.0,2.0,0.9350971475816453,2.692582403567252,0.8502800464630127,0
28.0,5.0,1.0,1.0,4.0,0.8942868247182277,2.5,0.850754976272583,0
29.0,4.0,0.0,1.0,3.0,0.9237777102945642,2.9154759474226504,0.8504863381385803,0
30.0,3.0,0.0,2.0,2.0,0.9350971475816453,2.692582403567252,0.8506678938865662,0
31.0,4.0,0.0,1.0,3.0,0.9237777102945642,2.9154759474226504,0.8511015772819519,0
32.0,3.0,0.0,2.0,2.0,0.9350971475816453,2.692582403567252,0.8520668148994446,0
33.0,4.0,0.0,1.0,3.0,0.9237777102945642,2.9154759474226504,0.8534168601036072,0
34.0,4.0,0.0,3.0,2.0,0.9196227188845602,3.640054944640259,0.8545584678649902,0
35.0,3.0,0.0,2.0,2.0,0.9350971475816453,2.692582403567252,0.8547680377960205,0
36.0,5.0,1.0,1.0,4.0,0.8942868247182277,2.5,0.8540986180305481,0
37.0,4.0,0.0,1.0,3.0,0.9237777102945642,2.9154759474226504,0.8534510731697083,0
38.0,3.0,0.0,2.0,2.0,0.9350971475816453,2.692582403567252,0.8535915017127991,0
39.0,4.0,0.0,1.0,3.0,0.9237777102945642,2.9154759474226504,0.8533033728599548,0
40.0,2.0,2.0,3.0,0.0,0.9347644852021676,2.692582403567252,0.8528982996940613,0
41.0,4.0,0.0,1.0,3.0,0.9237777102945642,2.9154759474226504,0.8527436256408691,0
42.0,2.0,3.0,3.0,1.0,0.9118525383585625,3.2015621187164243,0.8531463146209717,0
43.0,4.0,1.0,1.0,4.0,0.9012605042016807,3.5355339059327378,0.8536925315856934,0
44.0,2.0,2.0,3.0,2.0,0.9113660062565172,3.2015621187164243,0.8533315062522888,0
45.0,4.0,0.0,1.0,3.0,0.9237777102945642,2.9154759474226504,0.8522524237632751,0
46.0,2.0,3.0,3.0,1.0,0.9118525383585625,3.2015621187164243,0.8514600992202759,0
47.0,4.0,2.0,1.0,3.0,0.9022244191794365,3.5355339059327378,0.8502850532531738,0
48.0,2.0,3.0,3.0,1.0,0.9118525383585625,3.2015621187164243,0.8498876690864563,0
49.0,4.0,2.0,1.0,3.0,0.9022244191794365,3.5355339059327378,0.8512856364250183,0
50.0,3.0,1.0,2.0,1.0,0.9354838709677419,2.692582403567252,0.8413616418838501,0
51.0,3.0,2.0,2.0,2.0,0.9128329297820823,3.2015621187164243,0.8423355221748352,0
52.0,4.0,1.0,2.0,4.0,0.8954851104707012,2.692582403567252,0.8427858948707581,0
53.0,3.0,1.0,0.0,2.0,0.9398124810968848,2.1213203435596424,0.8437447547912598,0
54.0,3.0,1.0,4.0,1.0,0.920449979911611,3.640054944640259,0.8425981402397156,0
55.0,1.0,1.0,0.0,1.0,0.9672131147540983,1.118033988749895,0.8391398191452026,0
