frame,dx1,dy1,dx2,dy2,iou,dis,conf,problem
25.0,7.0,8.0,10.0,11.0,0.6274723101265823,2.1213203435596424,0.4504114091396332,1
26.0,5.0,9.0,15.0,14.0,0.5965363511659808,5.5901699437494745,0.3171832263469696,1
29.0,8.0,2.0,24.0,7.0,0.7097878165639973,16.194134740701646,0.3374888598918915,0
32.0,1.0,7.0,21.0,6.0,0.715076522305438,10.012492197250394,0.4032883048057556,0
33.0,0.0,7.0,18.0,6.0,0.7327327327327328,9.013878188659973,0.4995443224906921,0
36.0,3.0,8.0,10.0,1.0,0.7988095238095239,4.949747468305833,0.3580739200115204,0
37.0,5.0,11.0,15.0,0.0,0.7439024390243902,7.433034373659253,0.5787721872329712,0
39.0,5.0,16.0,13.0,3.0,0.672463768115942,10.307764064044152,0.4022407531738281,1
40.0,10.0,15.0,12.0,6.0,0.6344120474206985,10.547511554864494,0.4557720720767975,1
41.0,11.0,16.0,15.0,3.0,0.6418690439594221,9.7082439194738,0.5466942191123962,1
42.0,8.0,13.0,16.0,2.0,0.686046511627907,8.5,0.51594477891922,1
43.0,5.0,10.0,13.0,2.0,0.7430340557275542,7.211102550927978,0.587537407875061,0
44.0,11.0,10.0,17.0,1.0,0.7093023255813954,5.408326913195984,0.5980454683303833,0
45.0,6.0,7.0,16.0,2.0,0.7559380378657488,5.5901699437494745,0.5955874919891357,0
46.0,6.0,7.0,16.0,4.0,0.7349397590361446,5.220153254455275,0.6066502332687378,0
47.0,29.0,14.0,18.0,14.0,0.5416467209191,27.35415873317986,0.5971751809120178,1
48.0,0.0,5.0,6.0,8.0,0.8054153281321708,7.158910531638177,0.6028252840042114,0
49.0,13.0,3.0,9.0,1.0,0.8276464053324869,11.045361017187261,0.6165326237678528,0
50.0,13.0,17.0,1.0,6.0,0.6933207902163687,12.971121771072847,0.6123751997947693,1
51.0,9.0,13.0,12.0,5.0,0.7145471180237878,9.12414379544733,0.6075556874275208,0
52.0,19.0,20.0,4.0,14.0,0.5767441860465117,18.580904176062045,0.6053580641746521,1
53.0,4.0,13.0,9.0,3.0,0.7569284064665127,8.381527307120106,0.6067909002304077,0
54.0,11.0,15.0,1.0,6.0,0.7156943303204601,11.629703349613008,0.5908737182617188,0
55.0,17.0,10.0,10.0,4.0,0.7209742895805142,7.826237921249264,0.5018162727355957,0
56.0,15.0,3.0,0.0,10.0,0.7847090397329318,9.924716620639604,0.612177312374115,0
57.0,18.0,6.0,24.0,10.0,0.6290366350067843,22.47220505424423,0.6035953164100647,1
58.0,17.0,8.0,26.0,10.0,0.6082191780821918,23.30772404161333,0.6049389839172363,1
59.0,18.0,4.0,32.0,10.0,0.6145281018027572,25.96150997149434,0.6071142554283142,1
60.0,35.0,3.0,4.0,20.0,0.6047287579819364,22.638462845343543,0.6107179522514343,1
61.0,28.0,8.0,3.0,16.0,0.6217995610826628,17.327723451163457,0.6163442730903625,1
62.0,31.0,7.0,8.0,13.0,0.6293723047436511,21.914607000811127,0.6120988726615906,1
63.0,35.0,6.0,9.0,12.0,0.6282051282051282,15.811388300841896,0.6103595495223999,1
64.0,40.0,9.0,1.0,15.0,0.5917412411534188,23.753947040439407,0.6161065697669983,1
65.0,49.0,10.0,12.0,19.0,0.508933747957624,33.771289581536564,0.612226128578186,1
66.0,56.0,14.0,3.0,22.0,0.4749415472196808,32.035136959282696,0.6176527738571167,1
67.0,26.0,3.0,6.0,15.0,0.667900092506938,11.661903789690601,0.6135375499725342,1
68.0,30.0,3.0,4.0,17.0,0.6443225190839694,19.72308292331602,0.6113338470458984,1
69.0,21.0,4.0,0.0,12.0,0.7250193648334624,13.200378782444085,0.6208187341690063,0
70.0,11.0,2.0,10.0,18.0,0.691699604743083,10.012492197250394,0.617876410484314,1
71.0,5.0,2.0,10.0,20.0,0.706766917293233,11.280514172678478,0.6171519160270691,0
72.0,4.0,4.0,11.0,20.0,0.6900489396411092,10.965856099730654,0.5313454866409302,1
73.0,5.0,6.0,3.0,19.0,0.71237721021611,7.632168761236874,0.6183533072471619,0
74.0,4.0,5.0,14.0,13.0,0.7331215250198571,9.848857801796104,0.6172904372215271,0
75.0,4.0,4.0,10.0,4.0,0.8245931283905967,3.0,0.6061333417892456,0
76.0,3.0,14.0,19.0,4.0,0.7061611374407583,14.212670403551895,0.5615220069885254,0
77.0,6.0,16.0,25.0,4.0,0.6474164133738601,13.793114224133722,0.60040682554245,1
78.0,0.0,17.0,27.0,4.0,0.6564102564102564,17.10263137648707,0.5805728435516357,1
79.0,7.0,4.0,4.0,2.0,0.8639949510886715,3.3541019662496847,0.4285153150558471,0
80.0,14.0,5.0,6.0,7.0,0.753576372865713,11.661903789690601,0.4368789494037628,0
81.0,10.0,7.0,6.0,7.0,0.7570205736597087,10.63014581273465,0.4643373489379883,0
82.0,10.0,8.0,1.0,12.0,0.7230859489586389,11.412712210513327,0.5627349019050598,0
83.0,10.0,8.0,6.0,13.0,0.6993294101546462,10.688779163215974,0.5818849205970764,1
84.0,9.0,10.0,2.0,10.0,0.7289586305278174,11.412712210513327,0.5094069242477417,0
85.0,10.0,10.0,0.0,11.0,0.7255918195825746,11.629703349613008,0.4507109224796295,0
86.0,6.0,1.0,0.0,6.0,0.8803088803088803,4.6097722286464435,0.5271792411804199,0
